Sex,Year,Sport,Event,Medal,Region
F,2008,Aquatics,Swimming Women's 10 kilometres Open Water,Gold,Russia
F,2008,Aquatics,Swimming Women's 10 kilometres Open Water,Silver,UK
F,2008,Aquatics,Swimming Women's 100 metres Backstroke,Bronze,USA
F,2008,Aquatics,Swimming Women's 100 metres Backstroke,Gold,USA
F,2008,Aquatics,Swimming Women's 100 metres Breaststroke,Silver,USA
F,2008,Aquatics,Swimming Women's 100 metres Butterfly,Silver,USA
F,2008,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,USA
F,2008,Aquatics,Swimming Women's 100 metres Freestyle,Gold,Germany
F,2008,Aquatics,Swimming Women's 200 metres Backstroke,Silver,USA
F,2008,Aquatics,Swimming Women's 200 metres Breaststroke,Gold,USA
F,2008,Aquatics,Swimming Women's 200 metres Butterfly,Gold,China
F,2008,Aquatics,Swimming Women's 200 metres Butterfly,Silver,China
F,2008,Aquatics,Swimming Women's 200 metres Freestyle,Bronze,China
F,2008,Aquatics,Swimming Women's 200 metres Individual Medley,Bronze,USA
F,2008,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,USA
F,2008,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Bronze,China
F,2008,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Silver,USA
F,2008,Aquatics,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,USA
F,2008,Aquatics,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,China
F,2008,Aquatics,Swimming Women's 400 metres Freestyle,Bronze,UK
F,2008,Aquatics,Swimming Women's 400 metres Freestyle,Gold,UK
F,2008,Aquatics,Swimming Women's 400 metres Freestyle,Silver,USA
F,2008,Aquatics,Swimming Women's 400 metres Individual Medley,Bronze,USA
F,2008,Aquatics,Swimming Women's 50 metres Freestyle,Gold,Germany
F,2008,Aquatics,Swimming Women's 50 metres Freestyle,Silver,USA
F,2008,Aquatics,Swimming Women's 800 metres Freestyle,Gold,UK
F,2008,Aquatics,Synchronized Swimming Women's Duet,Gold,Russia
F,2008,Aquatics,Synchronized Swimming Women's Team,Bronze,China
F,2008,Aquatics,Synchronized Swimming Women's Team,Gold,Russia
M,2008,Aquatics,Triathlon Men's Olympic Distance,Gold,Germany
M,2008,Athletics,"Athletics Men's 1,500 metres",Bronze,France
M,2008,Athletics,Athletics Men's 100 metres,Bronze,USA
M,2008,Athletics,Athletics Men's 110 metres Hurdles,Bronze,USA
M,2008,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
M,2008,Athletics,Athletics Men's 20 kilometres Walk,Gold,Russia
M,2008,Athletics,Athletics Men's 200 metres,Bronze,USA
M,2008,Athletics,Athletics Men's 200 metres,Silver,USA
M,2008,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,France
M,2008,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,UK
M,2008,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
M,2008,Athletics,Athletics Men's 400 metres,Bronze,USA
M,2008,Athletics,Athletics Men's 400 metres,Gold,USA
M,2008,Athletics,Athletics Men's 400 metres,Silver,USA
M,2008,Athletics,Athletics Men's 400 metres Hurdles,Bronze,USA
M,2008,Athletics,Athletics Men's 400 metres Hurdles,Gold,USA
M,2008,Athletics,Athletics Men's 400 metres Hurdles,Silver,USA
M,2008,Athletics,Athletics Men's 50 kilometres Walk,Bronze,Russia
M,2008,Athletics,Athletics Men's Decathlon,Gold,USA
M,2008,Athletics,Athletics Men's High Jump,Bronze,Russia
M,2008,Athletics,Athletics Men's High Jump,Gold,Russia
M,2008,Athletics,Athletics Men's High Jump,Silver,UK
M,2008,Athletics,Athletics Men's Pole Vault,Silver,Russia
M,2008,Athletics,Athletics Men's Shot Put,Silver,USA
M,2008,Athletics,Athletics Men's Triple Jump,Silver,UK
F,2008,Athletics,"Athletics Women's 10,000 metres",Silver,USA
F,2008,Athletics,Athletics Women's 100 metres Hurdles,Gold,USA
F,2008,Athletics,Athletics Women's 20 kilometres Walk,Gold,Russia
F,2008,Athletics,Athletics Women's 200 metres,Silver,USA
F,2008,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,Russia
F,2008,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,Russia
F,2008,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Russia
F,2008,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
F,2008,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
F,2008,Athletics,Athletics Women's 400 metres,Bronze,USA
F,2008,Athletics,Athletics Women's 400 metres,Gold,UK
F,2008,Athletics,Athletics Women's 400 metres Hurdles,Bronze,UK
F,2008,Athletics,Athletics Women's 400 metres Hurdles,Silver,USA
F,2008,Athletics,Athletics Women's Discus Throw,Gold,USA
F,2008,Athletics,Athletics Women's Hammer Throw,Bronze,China
F,2008,Athletics,Athletics Women's Heptathlon,Bronze,Russia
F,2008,Athletics,Athletics Women's Heptathlon,Silver,USA
F,2008,Athletics,Athletics Women's High Jump,Bronze,Russia
F,2008,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
F,2008,Athletics,Athletics Women's Javelin Throw,Silver,Russia
F,2008,Athletics,Athletics Women's Long Jump,Silver,Russia
F,2008,Athletics,Athletics Women's Marathon,Bronze,China
F,2008,Athletics,Athletics Women's Pole Vault,Bronze,Russia
F,2008,Athletics,Athletics Women's Pole Vault,Gold,Russia
F,2008,Athletics,Athletics Women's Pole Vault,Silver,USA
F,2008,Athletics,Athletics Women's Triple Jump,Silver,Russia
M,2008,Ballgames,Badminton Men's Doubles,Silver,China
M,2008,Ballgames,Badminton Men's Singles,Bronze,China
M,2008,Ballgames,Badminton Men's Singles,Gold,China
F,2008,Ballgames,Badminton Mixed Doubles,Bronze,China
M,2008,Ballgames,Badminton Mixed Doubles,Bronze,China
F,2008,Ballgames,Badminton Women's Doubles,Bronze,China
F,2008,Ballgames,Badminton Women's Doubles,Gold,China
F,2008,Ballgames,Badminton Women's Singles,Gold,China
F,2008,Ballgames,Badminton Women's Singles,Silver,China
M,2008,Ballgames,Baseball Men's Baseball,Bronze,USA
M,2008,Ballgames,Basketball Men's Basketball,Gold,USA
F,2008,Ballgames,Basketball Women's Basketball,Bronze,Russia
F,2008,Ballgames,Basketball Women's Basketball,Gold,USA
M,2008,Ballgames,Beach Volleyball Men's Beach Volleyball,Gold,USA
F,2008,Ballgames,Beach Volleyball Women's Beach Volleyball,Bronze,China
F,2008,Ballgames,Beach Volleyball Women's Beach Volleyball,Gold,USA
F,2008,Ballgames,Beach Volleyball Women's Beach Volleyball,Silver,China
F,2008,Ballgames,Football Women's Football,Bronze,Germany
F,2008,Ballgames,Football Women's Football,Gold,USA
M,2008,Ballgames,Handball Men's Handball,Gold,France
F,2008,Ballgames,Handball Women's Handball,Silver,Russia
M,2008,Ballgames,Hockey Men's Hockey,Gold,Germany
F,2008,Ballgames,Hockey Women's Hockey,Silver,China
F,2008,Ballgames,Softball Women's Softball,Silver,USA
M,2008,Ballgames,Table Tennis Men's Singles,Bronze,China
M,2008,Ballgames,Table Tennis Men's Singles,Gold,China
M,2008,Ballgames,Table Tennis Men's Singles,Silver,China
M,2008,Ballgames,Table Tennis Men's Team,Gold,China
M,2008,Ballgames,Table Tennis Men's Team,Silver,Germany
F,2008,Ballgames,Table Tennis Women's Singles,Bronze,China
F,2008,Ballgames,Table Tennis Women's Singles,Gold,China
F,2008,Ballgames,Table Tennis Women's Singles,Silver,China
F,2008,Ballgames,Table Tennis Women's Team,Gold,China
M,2008,Ballgames,Tennis Men's Doubles,Bronze,USA
F,2008,Ballgames,Tennis Women's Doubles,Bronze,China
F,2008,Ballgames,Tennis Women's Doubles,Gold,USA
F,2008,Ballgames,Tennis Women's Singles,Bronze,Russia
F,2008,Ballgames,Tennis Women's Singles,Gold,Russia
F,2008,Ballgames,Tennis Women's Singles,Silver,Russia
M,2008,Ballgames,Volleyball Men's Volleyball,Bronze,Russia
M,2008,Ballgames,Volleyball Men's Volleyball,Gold,USA
F,2008,Ballgames,Volleyball Women's Volleyball,Bronze,China
F,2008,Ballgames,Volleyball Women's Volleyball,Silver,USA
M,2008,Ballgames,Water Polo Men's Water Polo,Silver,USA
F,2008,Ballgames,Water Polo Women's Water Polo,Silver,USA
M,2008,Combat,Boxing Men's Featherweight,Silver,France
M,2008,Combat,Boxing Men's Flyweight,Bronze,Russia
M,2008,Combat,Boxing Men's Heavyweight,Bronze,USA
M,2008,Combat,Boxing Men's Heavyweight,Gold,Russia
M,2008,Combat,Boxing Men's Light-Flyweight,Gold,China
M,2008,Combat,Boxing Men's Light-Heavyweight,Bronze,UK
M,2008,Combat,Boxing Men's Light-Heavyweight,Gold,China
M,2008,Combat,Boxing Men's Light-Welterweight,Bronze,France
M,2008,Combat,Boxing Men's Lightweight,Gold,Russia
M,2008,Combat,Boxing Men's Lightweight,Silver,France
M,2008,Combat,Boxing Men's Middleweight,Gold,UK
M,2008,Combat,Boxing Men's Super-Heavyweight,Bronze,UK
M,2008,Combat,Boxing Men's Super-Heavyweight,Silver,China
M,2008,Combat,Boxing Men's Welterweight,Bronze,China
M,2008,Combat,"Fencing Men's Foil, Individual",Gold,Germany
M,2008,Combat,"Fencing Men's Sabre, Individual",Gold,China
M,2008,Combat,"Fencing Men's Sabre, Individual",Silver,France
M,2008,Combat,"Fencing Men's Sabre, Team",Gold,France
M,2008,Combat,"Fencing Men's Sabre, Team",Silver,USA
M,2008,Combat,"Fencing Men's epee, Individual",Silver,France
M,2008,Combat,"Fencing Men's epee, Team",Gold,France
F,2008,Combat,"Fencing Women's Foil, Team",Gold,Russia
F,2008,Combat,"Fencing Women's Foil, Team",Silver,USA
F,2008,Combat,"Fencing Women's Sabre, Individual",Bronze,USA
F,2008,Combat,"Fencing Women's Sabre, Individual",Gold,USA
F,2008,Combat,"Fencing Women's Sabre, Individual",Silver,USA
F,2008,Combat,"Fencing Women's Sabre, Team",Bronze,USA
F,2008,Combat,"Fencing Women's Sabre, Team",Silver,China
F,2008,Combat,"Fencing Women's epee, Individual",Gold,Germany
M,2008,Combat,Judo Men's Half-Lightweight,Silver,France
M,2008,Combat,Judo Men's Half-Middleweight,Gold,Germany
M,2008,Combat,Judo Men's Heavyweight,Bronze,France
F,2008,Combat,Judo Women's Half-Heavyweight,Bronze,France
F,2008,Combat,Judo Women's Half-Heavyweight,Gold,China
F,2008,Combat,Judo Women's Half-Lightweight,Gold,China
F,2008,Combat,Judo Women's Half-Middleweight,Silver,France
F,2008,Combat,Judo Women's Heavyweight,Gold,China
F,2008,Combat,Judo Women's Lightweight,Bronze,China
F,2008,Combat,Judo Women's Middleweight,Bronze,USA
M,2008,Combat,Taekwondo Men's Featherweight,Silver,USA
M,2008,Combat,Taekwondo Men's Welterweight,Bronze,USA
M,2008,Combat,Taekwondo Men's Welterweight,Bronze,China
F,2008,Combat,Taekwondo Women's Featherweight,Bronze,USA
F,2008,Combat,Taekwondo Women's Flyweight,Gold,China
F,2008,Combat,Taekwondo Women's Heavyweight,Bronze,UK
F,2008,Combat,Taekwondo Women's Welterweight,Bronze,France
M,2008,Combat,"Wrestling Men's Featherweight, Freestyle",Bronze,Russia
M,2008,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,USA
M,2008,Combat,"Wrestling Men's Featherweight, Greco-Roman",Gold,Russia
M,2008,Combat,"Wrestling Men's Heavyweight, Freestyle",Gold,Russia
M,2008,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,USA
M,2008,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Russia
M,2008,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Germany
M,2008,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,Russia
M,2008,Combat,"Wrestling Men's Lightweight, Freestyle",Gold,Russia
M,2008,Combat,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia
M,2008,Combat,"Wrestling Men's Middleweight, Freestyle",Gold,Russia
M,2008,Combat,"Wrestling Men's Middleweight, Greco-Roman",Bronze,France
M,2008,Combat,"Wrestling Men's Middleweight, Greco-Roman",Silver,China
M,2008,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,Russia
M,2008,Combat,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Russia
M,2008,Combat,"Wrestling Men's Welterweight, Greco-Roman",Gold,France
F,2008,Combat,"Wrestling Women's Heavyweight, Freestyle",Gold,China
F,2008,Combat,"Wrestling Women's Lightweight, Freestyle",Silver,China
F,2008,Combat,"Wrestling Women's Middleweight, Freestyle",Bronze,USA
F,2008,Combat,"Wrestling Women's Middleweight, Freestyle",Silver,Russia
M,2008,Cycling,Cycling Men's BMX,Bronze,USA
M,2008,Cycling,Cycling Men's BMX,Silver,USA
M,2008,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,UK
M,2008,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,UK
M,2008,Cycling,Cycling Men's Individual Time Trial,Bronze,USA
M,2008,Cycling,Cycling Men's Keirin,Gold,UK
M,2008,Cycling,Cycling Men's Keirin,Silver,UK
M,2008,Cycling,Cycling Men's Madison,Bronze,Russia
M,2008,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,France
M,2008,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver,France
M,2008,Cycling,Cycling Men's Points Race,Bronze,UK
M,2008,Cycling,Cycling Men's Points Race,Silver,Germany
M,2008,Cycling,"Cycling Men's Road Race, Individual",Bronze,Russia
M,2008,Cycling,Cycling Men's Sprint,Bronze,France
M,2008,Cycling,Cycling Men's Sprint,Gold,UK
M,2008,Cycling,Cycling Men's Sprint,Silver,UK
M,2008,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,UK
M,2008,Cycling,Cycling Men's Team Sprint,Bronze,Germany
M,2008,Cycling,Cycling Men's Team Sprint,Gold,UK
M,2008,Cycling,Cycling Men's Team Sprint,Silver,France
F,2008,Cycling,Cycling Women's BMX,Bronze,USA
F,2008,Cycling,Cycling Women's BMX,Gold,France
F,2008,Cycling,Cycling Women's BMX,Silver,France
F,2008,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,UK
F,2008,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,UK
F,2008,Cycling,Cycling Women's Individual Time Trial,Gold,USA
F,2008,Cycling,Cycling Women's Individual Time Trial,Silver,UK
F,2008,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,Russia
F,2008,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,Germany
F,2008,Cycling,"Cycling Women's Road Race, Individual",Gold,UK
F,2008,Cycling,Cycling Women's Sprint,Bronze,China
F,2008,Cycling,Cycling Women's Sprint,Gold,UK
F,2008,Equestrian,"Equestrianism Mixed Dressage, Individual",Bronze,Germany
F,2008,Equestrian,"Equestrianism Mixed Dressage, Individual",Silver,Germany
F,2008,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Germany
F,2008,Equestrian,"Equestrianism Mixed Jumping, Individual",Bronze,USA
F,2008,Equestrian,"Equestrianism Mixed Jumping, Team",Gold,USA
M,2008,Equestrian,"Equestrianism Mixed Jumping, Team",Gold,USA
F,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Bronze,UK
M,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Gold,Germany
F,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Silver,USA
F,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Bronze,UK
M,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Bronze,UK
F,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
M,2008,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
M,2008,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,Russia
M,2008,Gymnastics,Gymnastics Men's Floor Exercise,Gold,China
M,2008,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,Germany
M,2008,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,China
M,2008,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,USA
M,2008,Gymnastics,Gymnastics Men's Horse Vault,Bronze,Russia
M,2008,Gymnastics,Gymnastics Men's Horse Vault,Silver,France
M,2008,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,France
M,2008,Gymnastics,Gymnastics Men's Individual All-Around,Gold,China
M,2008,Gymnastics,Gymnastics Men's Parallel Bars,Gold,China
M,2008,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,UK
M,2008,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,China
M,2008,Gymnastics,Gymnastics Men's Rings,Gold,China
M,2008,Gymnastics,Gymnastics Men's Rings,Silver,China
M,2008,Gymnastics,Gymnastics Men's Team All-Around,Bronze,USA
M,2008,Gymnastics,Gymnastics Men's Team All-Around,Gold,China
F,2008,Gymnastics,Gymnastics Women's Balance Beam,Bronze,China
F,2008,Gymnastics,Gymnastics Women's Balance Beam,Gold,USA
F,2008,Gymnastics,Gymnastics Women's Balance Beam,Silver,USA
F,2008,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,USA
F,2008,Gymnastics,Gymnastics Women's Floor Exercise,Silver,USA
F,2008,Gymnastics,Gymnastics Women's Horse Vault,Bronze,China
F,2008,Gymnastics,Gymnastics Women's Horse Vault,Silver,Germany
F,2008,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,China
F,2008,Gymnastics,Gymnastics Women's Individual All-Around,Gold,USA
F,2008,Gymnastics,Gymnastics Women's Individual All-Around,Silver,USA
F,2008,Gymnastics,Gymnastics Women's Team All-Around,Gold,China
F,2008,Gymnastics,Gymnastics Women's Team All-Around,Silver,USA
F,2008,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,China
F,2008,Gymnastics,Gymnastics Women's Uneven Bars,Gold,China
F,2008,Gymnastics,Gymnastics Women's Uneven Bars,Silver,USA
F,2008,Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia
F,2008,Gymnastics,Rhythmic Gymnastics Women's Group,Silver,China
F,2008,Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,Russia
M,2008,Gymnastics,Trampolining Men's Individual,Bronze,China
M,2008,Gymnastics,Trampolining Men's Individual,Gold,China
F,2008,Gymnastics,Trampolining Women's Individual,Gold,China
M,2008,Others,Modern Pentathlon Men's Individual,Gold,Russia
F,2008,Others,Modern Pentathlon Women's Individual,Gold,Germany
F,2008,Others,Modern Pentathlon Women's Individual,Silver,UK
M,2008,Shooting,Archery Men's Individual,Bronze,Russia
M,2008,Shooting,Archery Men's Team,Bronze,China
F,2008,Shooting,Archery Women's Individual,Gold,China
F,2008,Shooting,Archery Women's Team,Bronze,France
F,2008,Shooting,Archery Women's Team,Silver,China
M,2008,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,USA
M,2008,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,China
M,2008,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,China
M,2008,Shooting,Shooting Men's Double Trap,Bronze,China
M,2008,Shooting,Shooting Men's Double Trap,Gold,USA
M,2008,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,Russia
M,2008,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,China
M,2008,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Germany
M,2008,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,Germany
M,2008,Shooting,Shooting Men's Skeet,Bronze,France
M,2008,Shooting,Shooting Men's Skeet,Gold,USA
M,2008,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,USA
M,2008,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,China
M,2008,Shooting,Shooting Men's Trap,Bronze,Russia
F,2008,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China
F,2008,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver,Russia
F,2008,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver,Russia
F,2008,Shooting,Shooting Women's Skeet,Bronze,Germany
F,2008,Shooting,Shooting Women's Skeet,Silver,USA
F,2008,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,China
F,2008,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,Germany
F,2008,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,China
F,2008,Shooting,Shooting Women's Trap,Bronze,USA
M,2008,Weightlifting,Weightlifting Men's Bantamweight,Gold,China
M,2008,Weightlifting,Weightlifting Men's Featherweight,Gold,China
M,2008,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Russia
M,2008,Weightlifting,Weightlifting Men's Heavyweight,Silver,Russia
M,2008,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,China
M,2008,Weightlifting,Weightlifting Men's Lightweight,Gold,China
M,2008,Weightlifting,Weightlifting Men's Lightweight,Silver,France
M,2008,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,Russia
M,2008,Weightlifting,Weightlifting Men's Middleweight,Silver,China
M,2008,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Germany
M,2008,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Russia
F,2008,Weightlifting,Weightlifting Women's Flyweight,Gold,China
F,2008,Weightlifting,Weightlifting Women's Heavyweight,Bronze,Russia
F,2008,Weightlifting,Weightlifting Women's Heavyweight,Gold,China
F,2008,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold,China
F,2008,Weightlifting,Weightlifting Women's Light-Heavyweight,Silver,Russia
F,2008,Weightlifting,Weightlifting Women's Lightweight,Gold,China
F,2008,Weightlifting,Weightlifting Women's Lightweight,Silver,Russia
M,2012,Aquatics,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,Russia
M,2012,Aquatics,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Germany
M,2012,Aquatics,"Canoeing Men's Canadian Doubles, Slalom",Gold,UK
M,2012,Aquatics,"Canoeing Men's Canadian Doubles, Slalom",Silver,UK
M,2012,Aquatics,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,Germany
M,2012,Aquatics,"Canoeing Men's Canadian Singles, 200 metres",Bronze,Russia
M,2012,Aquatics,"Canoeing Men's Canadian Singles, Slalom",Gold,France
M,2012,Aquatics,"Canoeing Men's Canadian Singles, Slalom",Silver,Germany
M,2012,Aquatics,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Germany
M,2012,Aquatics,"Canoeing Men's Kayak Doubles, 200 metres",Bronze,UK
M,2012,Aquatics,"Canoeing Men's Kayak Doubles, 200 metres",Gold,Russia
M,2012,Aquatics,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,Germany
M,2012,Aquatics,"Canoeing Men's Kayak Singles, 200 metres",Gold,UK
M,2012,Aquatics,"Canoeing Men's Kayak Singles, Slalom",Bronze,Germany
F,2012,Aquatics,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Germany
F,2012,Aquatics,"Canoeing Women's Kayak Fours, 500 metres",Silver,Germany
F,2012,Aquatics,"Canoeing Women's Kayak Singles, Slalom",Gold,France
M,2012,Aquatics,Diving Men's Platform,Bronze,UK
M,2012,Aquatics,Diving Men's Platform,Gold,USA
M,2012,Aquatics,Diving Men's Platform,Silver,China
M,2012,Aquatics,Diving Men's Springboard,Bronze,China
M,2012,Aquatics,Diving Men's Springboard,Gold,Russia
M,2012,Aquatics,Diving Men's Springboard,Silver,China
M,2012,Aquatics,Diving Men's Synchronized Platform,Bronze,USA
M,2012,Aquatics,Diving Men's Synchronized Platform,Gold,China
M,2012,Aquatics,Diving Men's Synchronized Springboard,Bronze,USA
M,2012,Aquatics,Diving Men's Synchronized Springboard,Gold,China
M,2012,Aquatics,Diving Men's Synchronized Springboard,Silver,Russia
F,2012,Aquatics,Diving Women's Platform,Gold,China
F,2012,Aquatics,Diving Women's Springboard,Gold,China
F,2012,Aquatics,Diving Women's Springboard,Silver,China
F,2012,Aquatics,Diving Women's Synchronized Platform,Gold,China
F,2012,Aquatics,Diving Women's Synchronized Springboard,Gold,China
F,2012,Aquatics,Diving Women's Synchronized Springboard,Silver,USA
M,2012,Aquatics,Rowing Men's Coxed Eights,Bronze,UK
M,2012,Aquatics,Rowing Men's Coxed Eights,Gold,Germany
M,2012,Aquatics,Rowing Men's Coxless Fours,Bronze,USA
M,2012,Aquatics,Rowing Men's Coxless Fours,Gold,UK
M,2012,Aquatics,Rowing Men's Coxless Pairs,Bronze,UK
M,2012,Aquatics,Rowing Men's Coxless Pairs,Silver,France
M,2012,Aquatics,Rowing Men's Lightweight Coxless Fours,Silver,UK
M,2012,Aquatics,Rowing Men's Lightweight Double Sculls,Silver,UK
M,2012,Aquatics,Rowing Men's Quadruple Sculls,Gold,Germany
M,2012,Aquatics,Rowing Men's Single Sculls,Bronze,UK
F,2012,Aquatics,Rowing Women's Coxed Eights,Gold,USA
F,2012,Aquatics,Rowing Women's Coxless Pairs,Gold,UK
F,2012,Aquatics,Rowing Women's Double Sculls,Gold,UK
F,2012,Aquatics,Rowing Women's Lightweight Double Sculls,Gold,UK
F,2012,Aquatics,Rowing Women's Lightweight Double Sculls,Silver,China
F,2012,Aquatics,Rowing Women's Quadruple Sculls,Bronze,USA
F,2012,Aquatics,Rowing Women's Quadruple Sculls,Silver,Germany
M,2012,Aquatics,Sailing Men's One Person Heavyweight Dinghy,Bronze,France
M,2012,Aquatics,Sailing Men's One Person Heavyweight Dinghy,Gold,UK
M,2012,Aquatics,Sailing Men's Two Person Dinghy,Silver,UK
M,2012,Aquatics,Sailing Men's Two Person Keelboat,Silver,UK
M,2012,Aquatics,Sailing Men's Windsurfer,Silver,UK
F,2012,Aquatics,Sailing Women's One Person Dinghy,Gold,China
F,2012,Aquatics,Sailing Women's Two Person Dinghy,Silver,UK
M,2012,Aquatics,"Swimming Men's 1,500 metres Freestyle",Gold,China
M,2012,Aquatics,Swimming Men's 10 kilometres Open Water,Silver,Germany
M,2012,Aquatics,Swimming Men's 100 metres Backstroke,Gold,USA
M,2012,Aquatics,Swimming Men's 100 metres Backstroke,Silver,USA
M,2012,Aquatics,Swimming Men's 100 metres Breaststroke,Bronze,USA
M,2012,Aquatics,Swimming Men's 100 metres Butterfly,Gold,USA
M,2012,Aquatics,Swimming Men's 100 metres Butterfly,Silver,Russia
M,2012,Aquatics,Swimming Men's 100 metres Freestyle,Gold,USA
M,2012,Aquatics,Swimming Men's 200 metres Backstroke,Bronze,USA
M,2012,Aquatics,Swimming Men's 200 metres Backstroke,Gold,USA
M,2012,Aquatics,Swimming Men's 200 metres Breaststroke,Silver,UK
M,2012,Aquatics,Swimming Men's 200 metres Butterfly,Silver,USA
M,2012,Aquatics,Swimming Men's 200 metres Freestyle,Gold,France
M,2012,Aquatics,Swimming Men's 200 metres Freestyle,Silver,China
M,2012,Aquatics,Swimming Men's 200 metres Individual Medley,Gold,USA
M,2012,Aquatics,Swimming Men's 200 metres Individual Medley,Silver,USA
M,2012,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Russia
M,2012,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,France
M,2012,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,USA
M,2012,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
M,2012,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,China
M,2012,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
M,2012,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,France
